D:\New folder\img\IMG\center_2021_01_17_11_14_14_195.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_195.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_195.jpg, 0, 0, 0, 8.22308E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_312.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_312.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_312.jpg, 0, 0, 0, 8.217111E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_413.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_413.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_413.jpg, 0, 0, 0, 8.193008E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_514.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_514.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_514.jpg, 0, 0, 0, 8.257594E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_614.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_614.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_614.jpg, 0, 0, 0, 8.262299E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_726.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_726.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_726.jpg, 0, 0, 0, 8.204549E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_833.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_833.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_833.jpg, 0, 0, 0, 8.200077E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_14_934.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_14_934.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_14_934.jpg, 0, 0, 0, 8.206152E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_046.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_046.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_046.jpg, 0, 0, 0, 8.200827E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_160.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_160.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_160.jpg, 0, 0, 0, 8.185732E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_267.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_267.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_267.jpg, 0, 0, 0, 8.259876E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_375.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_375.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_375.jpg, 0, 0, 0, 8.228653E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_480.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_480.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_480.jpg, 0, 0, 0, 8.252068E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_584.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_584.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_584.jpg, 0, 0, 0, 8.234043E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_685.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_685.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_685.jpg, 0, 0, 0, 8.237574E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_801.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_801.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_801.jpg, 0, 0, 0, 8.264223E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_15_917.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_15_917.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_15_917.jpg, 0, 0, 0, 8.311058E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_16_019.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_019.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_019.jpg, 0, 0, 0, 8.2023E-05
D:\New folder\img\IMG\center_2021_01_17_11_14_16_125.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_125.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_125.jpg, 0, 0.3003948, 0, 0.2658757
D:\New folder\img\IMG\center_2021_01_17_11_14_16_227.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_227.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_227.jpg, 0, 0.603567, 0, 0.8260212
D:\New folder\img\IMG\center_2021_01_17_11_14_16_327.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_327.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_327.jpg, 0, 0.9041553, 0, 1.848056
D:\New folder\img\IMG\center_2021_01_17_11_14_16_433.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_433.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_433.jpg, 0, 1, 0, 3.01089
D:\New folder\img\IMG\center_2021_01_17_11_14_16_542.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_542.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_542.jpg, 0, 1, 0, 4.424562
D:\New folder\img\IMG\center_2021_01_17_11_14_16_644.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_644.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_644.jpg, 0, 1, 0, 5.580163
D:\New folder\img\IMG\center_2021_01_17_11_14_16_745.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_745.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_745.jpg, 0, 1, 0, 6.740373
D:\New folder\img\IMG\center_2021_01_17_11_14_16_849.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_849.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_849.jpg, 0, 1, 0, 7.884112
D:\New folder\img\IMG\center_2021_01_17_11_14_16_953.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_16_953.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_16_953.jpg, 0, 1, 0, 9.014719
D:\New folder\img\IMG\center_2021_01_17_11_14_17_058.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_17_058.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_17_058.jpg, 0, 1, 0, 10.35657
D:\New folder\img\IMG\center_2021_01_17_11_14_17_173.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_17_173.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_17_173.jpg, 0, 1, 0, 11.56184
D:\New folder\img\IMG\center_2021_01_17_11_14_17_278.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_17_278.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_17_278.jpg, 0, 1, 0, 13.16956
D:\New folder\img\IMG\center_2021_01_17_11_14_17_379.jpg, D:\New folder\img\IMG\left_2021_01_17_11_14_17_379.jpg, D:\New folder\img\IMG\right_2021_01_17_11_14_17_379.jpg, 0, 1, 0, 13.72431
